id,actif,poste,ville,departement,region,lieux_poste,etablissements,finess,date_parution,mois_parution,annee_parution,categorie,type_structure,type_etablissement,latitude,longitude,latitude_finess,longitude_finess,qualite_coordonnees,source_coordonnees,source,observations,texte_source_poste,raison_sociale_finess,qualite_appariement_finess
87,Oui,directeur délégué de l’ETAPES de Dole,Dole,Doubs,Bourgogne-Franche-Comté,Dole,"centre hospitalier spécialisé Saint-Ylie-Jura à Dole, établissement public éducatif et social ETAPES de Dole (Jura), centre hospitalier de Novillars, EHPAD de Mamirolle et EPSMS Solidarité-Doubs-Handicap à Besançon (Doubs) (Jura)",250000718,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,47.285857511989775,6.134733820800444,47.285857511989775,6.134733820800444,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CHS NOVILLARS,FINESS fourni
88,Oui,"directeur adjoint, référent du pôle gérontologie et directeur adjoint au groupe hospitalier sud",Bordeaux,Gironde,Nouvelle-Aquitaine,Bordeaux,centre hospitalier universitaire de Bordeaux (Gironde),330781360,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,44.83010862109373,-0.6036492464572211,44.83010862109373,-0.6036492464572211,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,GROUPE HOSPITALIER PELLEGRIN - CHU,FINESS fourni
89,Oui,directeur adjoint en charge de la direction des deux EHPAD de la direction commune et de la gestion des appels à projets hospitaliers,Bellac,Haute-Vienne,Nouvelle-Aquitaine,Bellac,centre hospitalier intercommunal du Haut-Limousin à Bellac et EHPAD de Bessines-sur-Gartempe et de Nantiat (direction commune) (Haute-Vienne),870000551,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,46.12408354712688,1.0608705930901423,46.12408354712688,1.0608705930901423,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN,FINESS fourni
90,Oui,"directeur du patrimoine, de l’achat et de la logistique",Non renseigné,Nord,Hauts-de-France,Nord,EPDSAE - établissement public départemental pour soutenir accompagner éduquer (Nord),590000428,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,50.16540710059268,3.228682434206155,50.16540710059268,3.228682434206155,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CH CAMBRAI,FINESS fourni
91,Oui,"directeur adjoint de la filière gériatrique, directeur délégué des EHPAD de Benfeld et de Rhinau",Benfeld,Bas-Rhin,Grand Est,Benfeld,"centre hospitalier d’Erstein, centre hospitalier d’Erstein Ville, l’EHPAD de Benfeld et l’EHPAD de Rhinau (Bas Rhin)",670010289,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,48.377896496550925,7.59265219607776,48.377896496550925,7.59265219607776,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,ESAT DE BENFELD,FINESS fourni
92,Oui,"directeur délégué d’une maison d’accueil spécialisée et d’un EHPAD, filières d’aval du centre hospitalier Charles Perrens",Bordeaux,Gironde,Nouvelle-Aquitaine,Bordeaux,centre hospitalier « Charles Perrens » à Bordeaux et EHPAD d’Ambès (direction commune) (Gironde),330000639,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,44.82371606251876,-0.6000667456676908,44.82371606251876,-0.6000667456676908,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CH CHARLES PERRENS,FINESS fourni
93,Oui,directeur adjoint en charge de l’IME « le Colombier » SESSAD-UMAI,Aix-en-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d’Azur,Aix-en-Provence,centre hospitalier Montperrin à Aix-en-Provence et IME Le Colombier à La Roque d’Anthéron (direction commune),130807787,2025-09-09 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Handicap enfant,43.52024755193823,5.4370565403309135,43.52024755193823,5.4370565403309135,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/additif-1-ed3s,Non renseigné,Non renseigné,CENTRE DE JOUR AIX,FINESS fourni
94,Oui,directeur adjoint rattaché directement au chef d’établissement,Châteauroux,Indre,Centre-Val de Loire,Châteauroux,"centre départemental gériatrique de l’Indre à Châteauroux, CH Saint-Charles de Valençay, CH Levroux et EHPAD de Vatan (Indre)",360000137,2025-09-12 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,46.79874490443441,1.697970964912529,46.79874490443441,1.697970964912529,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/additif-2-ed3s,Non renseigné,Non renseigné,CH CHATEAUROUX,FINESS fourni
95,Oui,directeur délégué du CHOV,Remiremont,Moselle,Grand Est,Remiremont,"centres hospitaliers de l’Ouest Vosgien, « Emile Durkheim » d’Epinal, de Remiremont, la Vallée de la Moselle et le Val de Madon (Vosges)",570020545,2025-09-20 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,49.31928390390442,6.096344356129144,49.31928390390442,6.096344356129144,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/additif-4-ed3s,Non renseigné,Non renseigné,PHARMACIE DE LA VALLEE,FINESS fourni
96,Oui,directeur adjoint délégué du site du centre hospitalier de Vic-Fezensac,Vic-Fezensac,Gers,Occitanie,Vic-Fezensac,"centres hospitaliers d’Auch, de Vic-Fezensac et de Mirande (Gers)",320000185,2025-09-28 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,43.75925643962941,0.3015810556922069,43.75925643962941,0.3015810556922069,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/additif-30/09-ed3s,Non renseigné,Non renseigné,CH DE VIC FEZENSAC,FINESS fourni
